route,route_type,route_id,dir_label,n_stops,frequency,is_loop,first,last,role,direction_group,base_route_id,confidence,source,verified,verifier_agree,added_or_removed,evidence
482,General,BR_TAGO_USB194104824,율리 방면,53,6,False,모화,율리공영차고지종점,short_turn,율리 방면,BR_TAGO_USB194104823,high,agent,True,True,"operates only the INBOUND half 모화→율리공영차고지종점 (== loop 823 pos 52-104, incl inbound-only platforms 약수제일아파트앞, 한라신천지타운앞, 보건환경연구원, 좋은의사들안과병원, 하나이비인후과병원, 문수경기장입구, 문수실버복지관); drops the outbound leg 율리공영차고지…모화 (incl 송정동, 목화예식장앞, 달동현대아파트앞)",f6; 53 stops are byte-for-byte the last 53 stops of loop 823 (starts at 모화 apex). seam_b_to_a with 823 true (824 last 율리공영차고지종점==823 first 율리공영차고지); jaccard 0.883; relationship b_short_turn_of_a. reverse_pair with 825 true (jaccard 0.75) — the opposite directional half.
482,General,BR_TAGO_USB194104823,율리 순환,104,29,True,율리공영차고지,율리공영차고지종점,circular,율리 순환,,high,agent,True,True,full there-and-back loop; equals 모화 방면(825) outbound leg + 율리 방면(824) inbound leg concatenated at the shared 모화 apex (pos 52),f29 = operationally dominant; is_loop=true (first/last both 율리공영). 104 stops trace 율리공영차고지→(out via 울산대·공업탑·태화강역·울산공항·농소2동)→모화(apex pos52)→(reverse corridor)→율리공영차고지종점. seam_a_to_b with 825 true (823 last 율리공영==825 first) and seam_b_to_a with 824 true (824 last 율리공영==823 first); jaccard 0.867/0.883. Both halves flagged b_short_turn_of_a OF this variant.
492,General,BR_TAGO_USB196104924,율리 방면,50,4,False,농소공영차고지,율리공영차고지종점,short_turn,A:율리방면(농소→율리),BR_TAGO_USB196104923,high,agent,True,True,"covers only the outbound half 농소공영차고지 → … 울산공항 … 태화강역 … 공업탑 … 신복로터리 … 문수실버복지관 → 율리공영차고지종점 (50 stops, identical to loop stops 1–50); drops the entire return leg (율리→우신고등학교입구→…→농소공영차고지) that the loop continues with.",f=4. Stop sequence is byte-for-byte the first 50 stops of loop 923 (jaccard 0.847; relationship=b_short_turn_of_a; seam_a_to_b=true). Terminates at 율리공영차고지종점 (the loop turnaround). reverse_pair with 925. Low freq → likely depot pull-out / first-last one-way trips that lay over at 율리 garage instead of completing the circle.
492,General,BR_TAGO_USB196104925,농소 방면,50,4,False,율리공영차고지,농소공영차고지,short_turn,B:농소방면(율리→농소),BR_TAGO_USB196104923,high,agent,True,True,"covers only the return half 율리공영차고지 → 우신고등학교입구 → 울산과학대학앞 … 공업탑 … 태화강역 … 울산공항 … → 농소공영차고지 (50 stops, identical to loop stops 50–99); drops the outbound leg (농소→…→율리) that the loop starts with.","f=4. Stop sequence equals the second half of loop 923 (jaccard 0.847; relationship=b_short_turn_of_a; seam_b_to_a=true), starting at 율리공영차고지 (norm 율리공영 = loop turnaround, raw differs: 율리공영차고지 vs 923/924 율리공영차고지종점). reverse_pair with 924 (jaccard 0.695, divergent — different platform stops per direction, shared 율리/농소 termini). Low freq → likely depot pull-in / first one-way trips out of 율리 garage."
492,General,BR_TAGO_USB196104923,농소 순환,99,31,True,농소공영차고지,농소공영차고지,circular,L:농소순환(농소→율리→농소 loop),,high,agent,True,True,full round-trip loop = outbound half (924) ⊕ return half (925) joined at the 율리공영 turnaround; nothing added/dropped relative to the corridor.,"f=31 (79% of the route's 39 trips) — operationally dominant. is_loop=true, first=last=농소공영차고지. 99 stops = 924's 50 + 925's 50 − 1 shared turnaround (율리공영). jaccard 0.847 with each half; seam_a_to_b to 924 (outbound) and seam_b_to_a from 925 (return). Complete two-way coverage of the 농소↔율리 corridor via 울산공항/태화강역/공업탑/신복로터리/울산과학대. Backbone, not a longest-extension artifact."
50,General,BR_TAGO_USB196100501,대운산 방면,14,6,False,남창,대운산,main,A:대운산행(본선),,medium,agent,True,True,본선 base trunk; no 온양하나로마트 spur,"f6, 14 stops, 남창→대운산. Clean reverse pair with 502 (jaccard 1.0, identical_set, reverse_pair). Base of 505 (505 = 501 + 온양하나로마트 detour; relationship b_subset_detour_of_a, jaccard 0.857). Spur-free trunk; selected 본선 by symmetry with inbound 502 which outranks its spur variant."
50,General,BR_TAGO_USB196100505,대운산 방면,18,6,False,남창,대운산,detour,A:대운산행(본선),BR_TAGO_USB196100501,high,agent,True,True,adds 온양하나로마트 out-and-back spur (온양농협앞→솔밭마을→온양하나로마트→솔밭마을→온양농협앞) mid-route before 럭키아파트앞,"f6, 18 stops, 남창→대운산. = 501 plus mid-route spur to 온양하나로마트 (relationship b_subset_detour_of_a vs 501, jaccard 0.857; the spur rejoins the trunk so it is a detour, not an end-extension). Reverse pair with 506 (jaccard 1.0, identical_set, reverse_pair)."
50,General,BR_TAGO_USB196100502,남창 방면,14,6,False,대운산,남창,main,B:남창행(본선),,high,agent,True,True,본선 base trunk; no 온양하나로마트 spur,"f6, 14 stops, 대운산→남창. Clean reverse of 501 (jaccard 1.0, identical_set, reverse_pair). Higher frequency than spur variant 506 (6>5) and is the base (506 = 502 + spur, a_subset_detour_of_b, jaccard 0.857), so unambiguous 본선 of the inbound direction."
50,General,BR_TAGO_USB196100506,남창 방면,18,5,False,대운산,남창,detour,B:남창행(본선),BR_TAGO_USB196100502,high,agent,True,True,adds 솔밭마을+온양하나로마트 out-and-back spur (온양농협앞→솔밭마을→온양하나로마트→솔밭마을→온양농협앞),"f5, 18 stops, 대운산→남창. = 502 plus mid-route 온양하나로마트 spur (a_subset_detour_of_b vs 502, jaccard 0.857). Reverse pair with 505 (jaccard 1.0, identical_set, reverse_pair). Lower freq than base 502."
50,General,BR_TAGO_USB196100504,남창 방면,5,4,False,중고산,남창,branch,C:남창행(중고산 지선),BR_TAGO_USB196100502,high,agent,True,True,replaces the entire 대운산 trunk with a short 중고산 branch: 중고산→중고산마을입구→외고산마을입구→온양읍행정복지센터→남창,"f4, 5 stops, 중고산→남창. jaccard <=0.062 with every trunk variant (all divergent); NO stop overlap with the 대운산 trunk (uses 중고산마을입구/외고산마을입구/온양읍행정복지센터). Connects to the network only at the 남창 hub (seam_b_to_a true into 남창-origin variants). Genuine branch, not a short-turn of the trunk (different stops, not a sub-segment). base set to inbound trunk 502 by shared 남창 terminus, not by stop derivation."
50,General,BR_TAGO_USB196100507,동원아파트 방면,12,1,False,남창,동백아파트앞,branch,D:동백아파트행(온산 지선),BR_TAGO_USB196100501,high,agent,True,True,replaces trunk with a southbound 온산 branch to 동백아파트앞: 남창입구/온양체육공원/외고산옹기마을/소방서앞/무궁화아파트/한국제지사택/LS사택/온산농협/온산우체국앞/울산기술공업고등학교,"f1, 12 stops, 남창→동백아파트앞. jaccard <=0.05 with trunk (divergent). Heads south into 온산 (온산농협/온산우체국앞/LS사택/한국제지사택) — genuinely different destination. Origin at 남창 hub (shares 남창 origin with outbound trunk 501, so base=501 by hub, not derivation). Headsign dir_label '동원아파트 방면' but last stop is 동백아파트앞 (anomaly flagged). Shares 외고산옹기마을/온양체육공원 with 508 (jaccard 0.188)."
50,General,BR_TAGO_USB196100508,남창 방면,7,1,False,동원아파트앞,남창,branch,E:남창행(동원 지선),BR_TAGO_USB196100502,high,agent,True,True,동원아파트앞→남창 via 울산기술공업고등학교앞/덕신초등학교앞/외고산옹기마을/온양체육공원/온양읍행정복지센터 (replaces trunk routing),"f1, 7 stops, 동원아파트앞→남창. jaccard <=0.056 with trunk (divergent). Reverse-ish counterpart of 507 (jaccard 0.188, seam at 남창, reverse_pair false — distinct stop set: uses 덕신초등학교앞/울산기술공업고등학교앞 vs 507's 소방서앞/무궁화아파트), so its own branch group. Terminates at 남창 hub; base=502 by shared inbound terminus."
5001,Express,BR_TAGO_USB196150012,KTX울산역 방면,12,44,False,꽃바위,울산역,main,KTX울산역 방면,BR_TAGO_USB196150012,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=44, 12 stops"
5001,Express,BR_TAGO_USB196150011,꽃바위 방면,12,44,False,울산역,꽃바위,main,꽃바위 방면,BR_TAGO_USB196150011,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=44, 12 stops"
5002,Express,BR_TAGO_USB196150022,KTX울산역 방면,15,40,False,꽃바위,울산역,main,KTX울산역 방면,BR_TAGO_USB196150022,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=40, 15 stops"
5002,Express,BR_TAGO_USB196150021,꽃바위 방면,15,40,False,울산역,꽃바위,main,꽃바위 방면,BR_TAGO_USB196150021,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=40, 15 stops"
5003,Express,BR_TAGO_USB196150032,KTX울산역 방면,15,28,False,대안입구,울산역,main,A:KTX울산역행,,high,agent,True,True,n/a (main); relative to opposite direction it includes 신중앙시장 between 학성공원 and 성남동,"freq 28; 15 stops; 대안입구->울산역; reverse_pair=true with 031, name_jaccard 0.933; seam_a_to_b and seam_b_to_a both true (last 울산역 == 031 first; 032 first 대안입구 == 031 last). Sole variant in this direction."
5003,Express,BR_TAGO_USB196150031,병영사거리 방면,14,28,False,울산역,대안입구,main,B:병영사거리행,,high,agent,True,True,n/a (main); relative to opposite direction it omits 신중앙시장 (성남동->학성공원 direct),"freq 28; 14 stops; 울산역->대안입구; reverse_pair=true with 032, name_jaccard 0.933; seams match both ways (last 대안입구 == 032 first; first 울산역 == 032 last). Sole variant in this direction; relationship b_subset_unordered_of_a reflects the single dropped stop 신중앙시장."
5004,Express,BR_TAGO_USB196150042,KTX울산역 방면,14,33,False,남창고등학교앞,울산역,main,KTX울산역 방면,BR_TAGO_USB196150042,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=33, 14 stops"
5004,Express,BR_TAGO_USB196150041,남창고등학교 방면,15,33,False,울산역,남창고등학교앞,main,남창고등학교 방면,BR_TAGO_USB196150041,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=33, 15 stops"
5005,Express,BR_TAGO_USB196150052,KTX울산역방면,21,25,False,달천회관앞,울산역,main,KTX울산역방면,BR_TAGO_USB196150052,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=25, 21 stops"
5005,Express,BR_TAGO_USB196150051,달천 방면,21,25,False,울산역,달천회관앞,main,달천 방면,BR_TAGO_USB196150051,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=25, 21 stops"
504,General,BR_TAGO_USB196105044,율리 방면,70,12,False,덕하공영차고지(기점),율리공영차고지종점,main,A:율리공영행 (율리 방면),,high,agent,True,True,,"freq 12 (tied-highest) and 70 stops (most coverage in 율리 direction). Serves the full east 온산 industrial loop after 변전소삼거리: 산성마을→LG온산공장→코스모화학→(주)티씨티→신한중공업→온산수질개선사업소→현대중공업온산공장→세진중공업→KG케미칼→이영산업기계→S-oil동문입구→포스코플랜텍→처용마을입구. Reverse pair with 043 (jaccard 0.877, seam both ways, reverse_pair=true). Dominates detour 042 on BOTH frequency (12>8) and coverage (70>61), so it is the unambiguous 본선."
504,General,BR_TAGO_USB196105042,율리 방면,61,8,False,덕하공영차고지(기점),율리공영차고지종점,detour,A:율리공영행 (율리 방면),BR_TAGO_USB196105044,high,agent,True,True,"Reroutes the 온산 industrial segment after 변전소삼거리. ADDS 공단중기앞, 화산119센터, 대한유화앞, 회학마을입구, (주)TCT제2공장, 지후, 볼보트럭울산사업소, 처용삼거리. DROPS 산성마을, LG온산공장, 제일물산입구, (주)일성, 코스모화학, (주)티씨티, 신한중공업, 온산수질개선사업소, 온산수질개선사업소정문, 현대중공업온산공장, 세진중공업, 이진마을입구, KG케미칼, 이영산업기계, S-oil동문입구, 포스코플랜텍, 처용마을입구. Keeps S-oil정문, 외황로입구, 신일반산업단지입구; reconverges with main at (구)세인고등학교.","freq 8 (< 12 of main 044) and only 61 stops. Identical outer termini (덕하공영→율리공영) and same mid-route 덕하 turnaround as 044; diverges only inside the 온산 complex. jaccard 0.675 with main 044 (seam false because same direction), and 0.844 with its own reverse 041 (seam both ways, reverse_pair=true). Same destination, not a new one → 우회(detour), not branch."
504,General,BR_TAGO_USB196105043,덕하차고지 방면,69,12,False,율리공영차고지,덕하공영차고지(종점),main,B:덕하공영행 (덕하차고지 방면),,high,agent,True,True,,"freq 12 (tied-highest) and 69 stops (most coverage in 덕하 direction). Reverse of 044 (jaccard 0.877, seam both ways, reverse_pair=true). Serves the full east 온산 loop: 현대중공업온산공장→세진중공업→KG케미칼→이영산업기계→S-oil동문입구→포스코플랜텍→처용마을입구. Dominates detour 041 on BOTH frequency (12>8) and coverage (69>59) → unambiguous 본선 for the 덕하 direction."
504,General,BR_TAGO_USB196105041,덕하차고지 방면,59,8,False,율리공영차고지,덕하공영차고지(종점),detour,B:덕하공영행 (덕하차고지 방면),BR_TAGO_USB196105043,high,agent,True,True,"Reverse-direction mirror of 042's reroute through 온산. ADDS 처용삼거리, 볼보트럭울산사업소, 지후, (주)TCT제2공장, 회학마을입구, 대한유화앞, 화산119센터, 공단중기앞. DROPS 처용마을입구, 포스코플랜텍, S-oil동문입구, 이영산업기계, KG케미칼, 이진마을입구, 세진중공업, 현대중공업온산공장, 온산수질개선사업소정문, 온산수질개선사업소, 신한중공업, (주)티씨티, 코스모화학, (주)일성, 제일물산입구, LG온산공장, 산성마을. Same termini (율리공영→덕하공영).","freq 8 (< 12 of main 043) and 59 stops. Reverse pair with 042 (jaccard 0.844, seam both ways, reverse_pair=true); jaccard 0.658 with main 043. Same destination as 043, alternate inland 온산 routing → 우회(detour)."
51,General,BR_TAGO_USB196100511,강양 방면,34,14,False,우주아파트,강양,main,A:강양행,,high,agent,True,True,,"freq 14 (highest of all variants). 34 stops 우주아파트→강양, full outbound coverage to the 진하/강양 coast. Sole variant in the 강양-bound direction. Reverse direction of 512 (jaccard 0.914); seam_b_to_a true means 512/514's last stop 우주아파트 == this variant's first stop 우주아파트 (shared 우주아파트 turnaround). Other terminus 강양 (vs 512 origin 파도소리, adjacent coastal stops)."
51,General,BR_TAGO_USB196100512,남창 방면,34,13,False,파도소리,우주아파트,main,B:우주아파트행,,high,agent,True,True,,"freq 13 (13 of 14 return-direction trips; 514 has only 1). 34 stops 파도소리→우주아파트, full inbound coverage incl. the 온산 loop (보람병원…온산우체국앞…금솔주유소…보람병원) and 장수나무. Reverse direction of 511 (jaccard 0.914, shares 우주아파트 turnaround). Standard/workhorse return pattern; 514 is a single-trip detour OF this variant. Note: headsign '남창 방면' but actual terminus is 우주아파트."
51,General,BR_TAGO_USB196100514,우주아파트 방면,34,1,False,파도소리,우주아파트,detour,B:우주아파트행,BR_TAGO_USB196100512,high,agent,True,True,adds 진하 (inserted between 강양입구 and 하회마을); drops the second 보람병원 occurrence (the one between 금솔주유소 and 동상회관 in 512's 온산 loop return),"freq 1 (single planned trip). Same origin and terminus as 512 (파도소리→우주아파트), i.e. same physical direction, NOT a reverse. jaccard 0.971 with 512, relationship 'a_subset_unordered_of_b'. Differs only by +진하 and one fewer 보람병원; identical terminus 우주아파트 so it is a minor detour, not a branch."
52,General,BR_TAGO_USB196100523,온양서희스타힐스 순환,39,10,True,온양서희스타힐스,온양서희스타힐스,circular,A:온양서희스타힐스 순환,,high,agent,True,True,,"frequency 10 = operational workhorse, 10x every other variant; is_loop=true with first==last==온양서희스타힐스; full 39-stop circular trunk (out via 남창/덕신, around 온산우체국앞→소방서앞→장수나무, back via 동상주유소→온양읍행정복지센터→온남초등학교). Both other variants share its stops as a prefix (524 jaccard 0.731; 525 jaccard 0.083). This is the canonical 본선 the others derive from."
52,General,BR_TAGO_USB196100525,온남초등학교 방면,2,1,False,온양서희스타힐스,온남초등학교,short_turn,A:온양서희스타힐스 순환,BR_TAGO_USB196100523,low,agent,True,True,"covers ONLY the first 2 stops of 523's loop (온양서희스타힐스→온남초등학교, same direction as loop start); drops all 37 remaining stops of the circle.",frequency 1; n_stops 2; name_jaccard 0.083 with 523 and 0.095 with 524; relationship 'b_short_turn_of_a' against BOTH 523 and 524; its 2 stops are the exact prefix of 523's loop. Anomalously short — likely a deadhead/garage pull-out or data artifact rather than a true revenue pattern.
52,General,BR_TAGO_USB196100524,온산중고등학교 방면,21,1,False,온양서희스타힐스,온산중학교,branch,B:온산중고등학교 방면,BR_TAGO_USB196100523,medium,agent,True,True,"shares 523's full 19-stop outbound trunk (온양서희스타힐스…덕신소공원), then ADDS 온산읍 행정복지센터→온산중학교 and terminates; DROPS 523's loop-completing return half (온산우체국앞,소방서앞,장수나무,금솔주유소,덕신대교,보람병원,동상주유소,동상회관,남창중학교,온양읍행정복지센터…back to 온양서희스타힐스).","frequency 1; name_jaccard 0.731 with 523; seam_a_to_b true (shared 온양서희스타힐스 terminal); reverse_pair false; relationship 'divergent'. Reaches a genuinely different terminus 온산중학교 (a school, not on 523), named '온산중고등학교 방면' — treated as a 분기/지선 school trip. Branch-vs-short_turn is genuinely ambiguous since it also truncates the loop."
527,General,BR_TAGO_USB193105271,태화강역 방면,58,45,False,덕하공영차고지(기점),태화강역(종점),main,A:태화강역행,,high,agent,True,True,,"f45 (highest in dir A), 58 stops. Exact reverse pair with 272 (jaccard .877, seam_a_to_b & seam_b_to_a both true). Standard village/western Onsan routing: 덕하공영차고지(기점)→원동마을·망양·동원·덕신·온산읍→공단중기앞·화산119센터·S-oil정문·대한유화앞·회학마을입구·(주)TCT제2공장→처용마을입구→신촌·용암→덕하(mid)→두왕·공업탑→태화강역(종점). Complete backbone pattern."
527,General,BR_TAGO_USB193105275,태화강역 방면,71,8,False,덕하공영차고지(기점),태화강역(종점),detour,A:태화강역행,BR_TAGO_USB193105271,high,agent,True,True,adds 온산국가산업단지 heavy-industrial loop (산성마을·LG온산공장·제일물산입구·(주)일성·코스모화학·(주)티씨티·신한중공업·온산수질개선사업소·현대중공업온산공장·세진중공업·이진마을입구·KG케미칼·이영산업기계·S-oil동문입구·포스코플랜텍·신일반산업단지입구·외황로입구) between 변전소삼거리 and 처용마을입구; removes 271's 공단중기앞·화산119센터·대한유화앞·회학마을입구·(주)TCT제2공장 western segment,"f8, 71 stops. Same termini and same direction as 271 (덕하기점→태화강역종점); jaccard .681 with 271, reverse_pair=false (same dir). Diverges after 변전소삼거리, rejoins 271 at 처용마을입구 — classic mid-route 우회, not an extension (no new terminus). Reverse pair with 276 (jaccard .873, both seams)."
527,General,BR_TAGO_USB193105273,태화강역 방면,25,5,False,덕하공영차고지(기점),태화강역(종점),short_turn,A:태화강역행,BR_TAGO_USB193105271,high,agent,True,True,drops the entire Onsan loop (원동마을·망양·동원·덕신·온산읍·백골부대·처용마을입구 and all industrial stops); runs the 덕하↔태화강역 trunk only: 덕하공영차고지(기점)→청량교앞·상남·청량중학교앞·덕하시장앞·두왕사거리→공업탑→태화강역(종점),"f5, only 25 stops. relationship=b_subset_detour_of 271 (jaccard .463) and of 275 (.373). Pure short-turn covering just the common 덕하→공업탑→태화강역 trunk shared by all dir-A variants; no Onsan coverage."
527,General,BR_TAGO_USB193105272,덕하공용차고지 방면,58,47,False,태화강역,덕하공영차고지(종점),main,B:덕하공영차고지행,,high,agent,True,True,,"f47 (highest overall), 58 stops. Exact reverse of main 271 (jaccard .877, both seams true, reverse_pair). 태화강역→공업탑·두왕→덕하공영차고지(mid, stop25)→village Onsan loop (회학마을입구·대한유화앞·S-oil정문·온산읍·덕신·망양역·원동마을)→덕하공영차고지(종점). Standard high-frequency workhorse in the 태화강역→덕하 direction."
527,General,BR_TAGO_USB193105276,덕하공영차고지 방면,71,8,False,태화강역,덕하공영차고지(종점),detour,B:덕하공영차고지행,BR_TAGO_USB193105272,high,agent,True,True,adds 온산국가산업단지 industrial loop (외황로입구·신일반산업단지입구·포스코플랜텍·S-oil동문입구·이영산업기계·KG케미칼·이진마을·세진중공업·현대중공업온산공장·신한중공업·코스모화학·(주)일성·제일물산입구·LG온산공장·산성마을) in place of 272's 대한유화앞·회학마을입구·(주)TCT제2공장 western segment,"f8, 71 stops. Mirror of 275 in the 태화강역→덕하 direction; reverse pair with 275 (jaccard .873, both seams true). 태화강역→덕하(mid)→industrial Onsan loop→덕하공영차고지(종점). Same termini as main 272 (jaccard .676 vs 272), industrial 우회 not branch."
53,General,BR_TAGO_USB196100533,우주아파트 순환,40,13,True,우주아파트,우주아파트,circular,우주아파트 순환,BR_TAGO_USB196100533,high,auto,False,,,"single variant; freq=13, 40 stops; loop (first==last)"
537,General,BR_TAGO_USB193105372,덕하공용차고지 방면,53,15,False,태화강역,덕하공영차고지(종점),main,A:덕하공용차고지행,,high,agent,True,True,,"freq 15 (highest of the route), 53 stops. Full 태화강역→city corridor(공업탑·롯데마트·번영사거리)→덕하공영차고지(intermediate)→full 온산 loop(용암마을·거남마을·온산중고등학교·온산문화체육센터·덕신소공원·동원아파트·망양역·LX하우시스·원동마을)→덕하공영차고지(terminal). Clean reverse of 371: pair jaccard 0.846, seam_a_to_b & seam_b_to_a both true, reverse_pair true. Sole variant in 덕하 direction."
537,General,BR_TAGO_USB193105371,태화강역 방면,52,14,False,덕하공영차고지(기점),태화강역(종점),main,B:태화강역행,,high,agent,True,True,,"freq 14 (dominant in 태화강역 direction vs 373's freq 2), 52 stops, complete coverage incl. full 온산 loop (남구예비군훈련장.청량농협·원동마을·LX하우시스·망양마을·동원아파트·덕신초등학교앞·금솔주유소·온산읍 행정복지센터·명봉마을·온산중고등학교·협진 ENG·거남마을·용암마을) before 덕하공영차고지→청량교앞→공업탑→태화강역. Reverse of main 372 (jaccard 0.846, both seams, reverse_pair true). Frequency AND coverage agree it is 본선."
537,General,BR_TAGO_USB193105373,태화강역 방면,25,2,False,덕하공영차고지(기점),태화강역(종점),short_turn,B:태화강역행,BR_TAGO_USB193105371,high,agent,True,True,"drops the entire 온산 loop present in 371: 남구예비군훈련장.청량농협, 원동마을, LX하우시스, 망양마을, 오산마을입구, 동원아파트입구/앞, 울산기술공업고등학교앞, 덕신초등학교앞, 금솔주유소, 크로바강변빌라, 해븐빌리지6차, 무림피앤피사원주택, 무궁화아파트, 진영프리텔앞, 덕신소공원, 온산읍 행정복지센터, 명봉마을, 온산문화체육센터, 온산중고등학교, 협진 ENG, 거남마을, 용암마을. Starts 덕하공영차고지(기점) and runs directly to 청량교앞→…→태화강역.","freq 2 (vs 371's 14), only 25 stops. Same direction as 371 (태화강역행, identical first 덕하공영차고지(기점) and last 태화강역(종점)). Pair vs 371: relationship 'b_subset_detour_of_a', jaccard 0.521, reverse_pair false, no seam — it is the exact tail of 371 (덕하공영차고지(기점)→청량교앞→상남→청량중학교앞→덕하시장앞→…→공업탑→이마트앞→태화강역). A short-turn omitting the 온산 deviation, not a distinct destination."
60,General,BR_TAGO_USB196100603,하북면행정복지 순환,30,21,True,하북면행정복지센터우체국,하북면행정복지센터우체국,circular,A:하북면행정복지 순환(loop),,high,agent,True,True,none (canonical one-way loop); lacks the 이손요양병원/방기 detour that 605/606/604 carry,"f21 — dominant (~78% of 27 total trips). is_loop, 30 stops, first==last==하북면행정복지센터우체국. Complete one-way loop: outbound arc 우체국…동광카→방기농협→…→우완2차→상방마을, inbound arc 상방마을→상방경로당→청호빌라→23-6번지→…→우체국. jaccard 0.905 vs 605 with reverse_pair+seam both ways; relationship 'a_subset_detour_of_b' means 603⊂605 (605 is its detour superset)."
60,General,BR_TAGO_USB196100605,하북면행정복지 순환,35,1,True,하북면행정복지센터우체국,하북면행정복지센터우체국,detour,A:하북면행정복지 순환(loop),BR_TAGO_USB196100603,high,agent,True,True,adds 이손요양병원/방기 detour on BOTH arcs vs main loop 603 — outbound: 동광카→방기·방기·이손요양병원→방기농협; inbound: 방기농협→이손요양병원·방기→동광카,"f1 — rare. is_loop, 35 stops (longer than main 603's 30, but NOT chosen as 본선 because frequency is negligible). jaccard 0.905 vs 603, reverse_pair true, seam both ways; relationship 'a_subset_detour_of_b' (603 ⊂ 605). The only added stops are 이손요양병원 plus extra 방기 stops — a pure detour of the canonical loop."
60,General,BR_TAGO_USB196100606,상방마을 방면,20,3,False,하북면행정복지센터우체국,상방마을,main,B:상방마을 방면(outbound),,medium,agent,True,True,"outbound directional half-trip of the loop: covers 우체국→…→우완2차→상방마을 only (terminates at the 상방마을 turnaround, omits the inbound return arc 상방경로당…우체국); includes 이손요양병원 detour","f3. Not a loop; first=하북면행정복지센터우체국, last=상방마을. Sole/main variant of the outbound direction group. Reverse pair with 604 (reverse_pair true, seam both ways, jaccard 0.619). 'a_subset_unordered_of_b' vs 605 (jaccard 0.81) — i.e. it is the outbound arc of the 605 loop, including 이손요양병원. Reaches the full loop extent (상방마을), so it is a directional arc, not a truncated short-turn."
60,General,BR_TAGO_USB196100604,하북면행정복지 방면,18,2,False,상방마을,하북면행정복지센터우체국,main,C:하북면행정복지 방면(inbound),,medium,agent,True,True,inbound directional half-trip of the loop: covers 상방마을→상방경로당→…→우체국 only (omits the outbound arc 우체국…우완2차→상방마을); includes 이손요양병원 detour,"f2. Not a loop; first=상방마을, last=하북면행정복지센터우체국. Sole/main variant of the inbound direction group. Reverse pair with 606 (reverse_pair true, seam both ways, jaccard 0.619). 'a_subset_unordered_of_b' vs 605 (jaccard 0.81) — the inbound arc of the 605 loop, including 이손요양병원. Together with 606 it reconstructs the full loop."
61,General,BR_TAGO_USB196100613,신암마을회관 방면,42,13,True,신암마을회관앞,신암마을회관앞,main,A:신암마을회관 순환(loop),,high,agent,True,True,,"Highest frequency by far (freq 13 vs 4/4/3/1). Clean symmetric out-and-back loop: 신암마을회관앞→암곡마을→세인고등학교→부전기도원→괴천→...→관동→연답→...→새웅상요양병원 (turnaround) and back the identical way. Its 21-stop name-set is a subset of 614 (jaccard 0.84, 'a_subset_unordered_of_b') and of 616/617 (jaccard 0.955, 'a_subset_detour_of_b'), confirming it is the baseline the others derive from."
61,General,BR_TAGO_USB196100614,신암마을회관 방면,45,4,True,신암마을회관앞,신암마을회관앞,extension,A:신암마을회관 순환(loop),BR_TAGO_USB196100613,high,agent,True,True,"adds 은하, 서리, 덕현, 덕산 on the return leg (after 세인고등학교, before returning to 신암마을회관앞); drops 암곡마을 from the return leg only (still served outbound)","Longest variant (45 stops), freq 4. 613's full stop-set ⊂ 614 (relationship 'a_subset_unordered_of_b', jaccard 0.84): outbound identical to 613 via 암곡마을/괴천 corridor; return leg detours through 은하→서리→덕현→덕산 to cover the 덕산 cluster before 신암마을회관앞. Net +4 distinct stops = coverage extension on the return loop."
61,General,BR_TAGO_USB196100615,신암마을회관 방면,42,4,True,신암마을회관앞,신암마을회관앞,detour,A:신암마을회관 순환(loop),BR_TAGO_USB196100613,medium,agent,True,True,"reroutes the near-origin loop both ways via 덕산-덕현-서리-은하-반계-반계입구→관동; adds 반계, 반계입구 (unique to this variant), 덕산, 덕현, 서리, 은하; drops 암곡마을, 세인고등학교, 부전기도원, 괴천, 괴천다리, 고연국밥","Most divergent vs main (jaccard 0.556, 'divergent'), freq 4. Same turnaround 새웅상요양병원 and identical middle/far corridor (관동→연답→...→새웅상요양병원) as 613, so destination is unchanged; only the near-신암마을회관 loop segment is re-routed through the 덕산/반계 neighborhood. Same-destination reroute = detour, not a separate-destination branch, though it is the borderline case."
61,General,BR_TAGO_USB196100616,신암마을회관 방면,43,3,True,신암마을회관앞,신암마을회관앞,detour,A:신암마을회관 순환(loop),BR_TAGO_USB196100613,high,agent,True,True,"adds 와지공단 on the OUTBOUND leg, inserted between 관동 and 연답","freq 3. Identical to 613 except one inserted stop 와지공단 on the way out (jaccard 0.955, relationship 'a_subset_detour_of_b'; 613 ⊂ 616). Single-stop industrial detour."
